Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY
0.816829181,510,0,0,-0.591781216,-1.944600613,-0.728305797,-1.894598011,0.897387653,-1.392399478,0.896857708,0.734317307,0.770762113,0.736551833,0.020217045,-1.002872215,0.018227373,-1.19377145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.911158556,415,0,0,-0.591781216,-1.092485747,-1.234260417,-1.064940187,1.540132913,0.594283732,1.539248811,1.014304897,0.770762113,1.013586595,1.883828363,0.221219501,1.889916924,1.088602382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.137330417,408,0,1,2.266599103,0.657111212,0.7389626,0.639588423,-0.192659952,0.594283732,-0.193547854,-0.375414529,0.770762113,-0.376128765,-0.266492389,-0.594841643,-0.2605349,-1.19377145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.215496801,408,0,0,-0.591781216,-0.895236935,-1.386046803,-0.872785105,-0.909955603,-0.001721231,-0.909422811,-2.022640791,-1.652066956,-2.024712671,1.59711893,-0.186811071,1.597880257,1.088602382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.101382486,415,0,0,-0.591781216,0.203438946,0.435389829,0.197631735,1.159321458,-0.796394515,1.159977311,-0.39993899,0.100617902,-0.398836532,-1.413330123,0.629250074,-1.415407176,-1.19377145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.077383794,415,0,0,-0.591781216,-1.871618553,-0.272946639,-1.823387599,-1.288752183,-1.839403201,-1.288694311,1.010217487,2.471897416,1.009045041,1.417925534,0.629250074,1.412038741,0.327811105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.668332114,510,0,0,-0.591781216,0.004217646,0.233007981,0.891650678,0.016887092,0.345948331,0.017421917,0.922338171,-0.105580316,0.922755525,0.020217045,0.221219501,0.018227373,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.309826176,408,0,0,-0.591781216,1.379041863,0.890748986,1.342649959,1.042458683,0.941953294,1.041454967,1.617197884,-0.517976753,1.617613205,0.557797233,-0.594841643,0.562477527,-0.432980172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.016945581,408,0,1,1.24051386,-0.056929486,-0.323542101,-0.055560844,-0.11407981,-1.243398238,-0.112952661,0.254046623,0.822311667,0.255147167,-0.696556539,-0.186811071,-0.698589901,-1.19377145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.746498498,415,0,1,2.120015497,0.795185381,-1.031878569,0.774096981,0.335237409,0.097612929,0.335061799,-0.986482336,-1.497418292,-0.984696928,1.59711893,0.629250074,1.597880257,1.088602382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.59016573,415,0,0,-0.591781216,-0.964274019,-1.841405961,-0.939474221,0.464189436,0.792952053,0.46306593,0.546296443,0.40991523,0.545806588,-0.087298993,0.221219501,-0.087967778,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.921051026,415,1,1,1.826848285,0.477614794,0.283603443,0.464388202,-0.263180592,-0.051388311,-0.262290814,-2.030815611,0.358365676,-2.029254225,0.091894403,0.629250074,0.097873737,1.088602382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.259772023,408,0,0,-0.591781216,-0.77491516,-0.323542101,-0.755231407,1.433344516,-0.399057873,1.432578702,-0.260967047,0.40991523,-0.262589928,0.306926478,1.85334179,0.310264041,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.069056504,408,0,0,-0.591781216,-1.053035984,0.081221595,-1.02650917,-0.68227468,-0.746727435,-0.681859911,-0.271185572,1.801753206,-0.271673035,-0.302331068,-1.002872215,-0.300358082,1.088602382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.894995565,408,1,1,2.413182709,-0.129911546,-0.778901259,-0.126771257,0.065244102,0.345948331,0.064830855,-1.611856078,-1.136571409,-1.611431306,1.56128025,4.301525222,1.558057075,-1.19377145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.736606027,510,0,0,-0.591781216,-1.082623306,-0.930687645,-1.05476727,1.64289156,-0.101055392,1.643548474,2.256877561,-1.136571409,2.257972243,-0.087298993,-0.186811071,-0.087967778,0.327811105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.546382097,415,0,0,-0.591781216,0.004217646,-1.183664955,-1.80417209,-0.712497811,0.494949571,-0.71267572,-0.461250141,-0.414877644,-0.46241828,-0.374008427,-0.186811071,-0.380004446,1.088602382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.954942188,510,0,0,-0.591781216,-0.506656776,-1.689619575,-0.494126561,0.50650182,0.892286214,0.505733974,1.312685833,-0.724174972,1.313329123,-2.416813141,-0.594841643,-2.410986724,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.085219495,408,0,1,1.460389269,-1.159550343,-0.171755715,-1.130498979,0.248597766,-0.399057873,0.249725711,-0.775980717,0.822311667,-0.775785469,-0.624879181,0.221219501,-0.618943537,0.327811105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.077383794,408,0,0,-0.591781216,0.144264302,1.649680916,0.13998521,-1.331064567,-1.293065318,-1.331362354,0.840589969,1.389356769,0.841007563,-1.019104652,0.221219501,-1.017175357,0.327811105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.095111965,415,0,1,1.167222057,-0.916934304,1.75087184,-0.894261261,0.333222534,-2.087738602,0.332691352,-2.666407878,-1.085021854,-2.665071709,0.271087799,-0.594841643,0.270440859,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.016945581,408,0,0,-0.591781216,0.004217646,0.384794367,0.233802103,1.393047007,-0.200389552,1.392281105,0.730229897,-0.672625417,0.73201028,-0.875749935,0.221219501,-0.871157023,1.088602382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.059164033,408,0,0,-0.591781216,0.807020309,-2.195574195,0.785400221,0.210315133,0.743284973,0.209428114,0.979561912,1.492455878,0.98179572,-1.234136727,-0.594841643,-1.22956566,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.121167426,415,0,0,-0.591781216,-0.384362513,0.840153524,-0.375442539,1.346704872,-1.64073488,1.347242614,0.560602379,-1.652066956,0.559431248,-0.338169747,0.221219501,-0.340181264,0.327811105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.355666578,415,0,0,-0.591781216,-0.56583142,-0.880092183,-0.551773085,0.383594419,0.792952053,0.382470736,0.057850939,1.389356769,0.059860368,-0.194815031,-0.594841643,-0.19416293,2.610184936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.511999346,408,0,0,-0.591781216,-0.082571831,-1.689619575,-0.080427972,0.979997545,-0.746727435,0.979823349,1.41282738,-0.105580316,1.413243299,-0.015621635,-0.594841643,-0.021595808,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.051328332,415,0,0,-0.591781216,-1.041201056,-0.121160253,-1.01520593,-0.416311124,-1.889070281,-0.416369861,-1.231726941,1.440906323,-1.229940815,-0.804072577,-1.002872215,-0.804785053,-0.432980172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.530219106,408,0,1,1.606972875,0.004217646,1.447299068,0.359268068,-2.525885694,-1.144064077,-2.526067579,-0.406070105,-1.188120964,-0.407919639,-1.59252352,-0.594841643,-1.587974298,1.088602382,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.634440952,408,0,0,-0.591781216,0.978626775,0.131817057,0.952688175,-0.468697885,1.289622856,-0.468519692,-0.240529997,-0.26022898,-0.239882161,0.629474591,1.445311218,0.628849496,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.911158556,408,0,0,-0.591781216,0.244861196,-0.171755715,0.238323399,-0.619813542,-0.299723713,-0.620228292,-0.704451041,-2.373760721,-0.703120614,0.414442516,-0.186811071,0.416459193,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3999418,415,0,1,1.900140088,1.753814605,-0.880092183,1.707744615,-0.452578882,2.08429614,-0.451926564,-0.710582156,0.306816121,-0.712203721,0.486119874,-0.594841643,0.482831163,0.327811105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.259772023,408,0,1,1.460389269,0.019997551,-0.424733025,0.019040541,-0.259150841,-1.789736121,-0.259920367,1.316773243,-2.425310275,1.317870677,0.844506666,-0.594841643,0.8412398,1.088602382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.632384182,408,0,0,-0.591781216,0.004217646,-0.121160253,-0.932692277,-0.760854822,-0.150722472,-0.760084658,-0.859772624,0.306816121,-0.862074985,-0.732395219,0.629250074,-0.738413083,0.327811105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.58027326,415,0,1,2.413182709,-0.623033575,-1.335451341,-0.607158962,-0.627873044,-0.597726194,-0.627339633,0.266308853,0.100617902,0.264230273,-1.449168803,0.221219501,-1.455230358,0.327811105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.502106876,415,1,0,-0.591781216,1.416519137,0.233007981,1.379950651,0.244568015,0.19694709,0.244984817,-0.884297084,-1.70361651,-0.884782752,-0.338169747,-0.186811071,-0.340181264,-1.19377145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.321775416,408,1,0,-0.591781216,-1.074733354,-0.374137563,-1.047985326,0.115615988,0.941953294,0.114610239,-1.46675302,2.007951424,-1.466101595,-0.696556539,1.445311218,-0.698589901,-1.19377145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.660496413,408,0,0,-0.591781216,0.629496379,-1.537833189,0.612460647,0.327177908,-0.995062836,0.327950458,-0.972176401,-2.064463393,-0.971072268,-0.875749935,-1.410902787,-0.871157023,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.016945581,510,0,0,-0.591781216,-0.015507235,0.030626133,-0.015999504,-0.635932545,0.494949571,-0.63682142,-1.072317948,-0.002481207,-1.070986444,1.274570817,-0.594841643,1.279294801,1.849393659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.973161949,408,0,0,-0.591781216,1.22518779,-0.374137563,1.193447189,-0.607724289,-0.846061596,-0.608376058,1.925797345,0.203717012,1.92643884,0.557797233,1.037280646,0.562477527,1.088602382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.59849302,510,0,1,2.779641724,0.891837298,-0.171755715,0.867913874,-0.251091339,-0.796394515,-0.250438579,1.094009394,-2.012913838,1.095334557,0.66531327,-1.002872215,0.668672678,-1.19377145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2076611,510,0,0,-0.591781216,1.359316982,-0.880092183,1.323434451,-1.042937381,-0.746727435,-1.042167836,-0.583872443,0.461464785,-0.585040224,-0.804072577,-0.186811071,-0.804785053,1.088602382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.277500194,415,0,0,-0.591781216,0.467752353,2.307421922,0.455345609,0.524635699,0.842619133,0.524697549,-0.994657156,0.255266566,-0.993780035,-1.054943331,-0.186811071,-1.056998539,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.319718646,415,0,0,-0.591781216,-0.445509645,-0.525923949,-0.434219388,0.456129935,-1.392399478,0.455954589,-0.401982695,0.564563894,-0.403378085,-1.485007482,-1.002872215,-1.481779146,-0.432980172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.485943885,415,0,0,-0.591781216,2.379093338,0.435389829,2.316989257,-0.39616237,-0.001721231,-0.395035839,1.410783675,-1.394319182,1.408701746,0.521958554,-0.186811071,0.522654345,-1.19377145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.129494716,408,0,0,-0.591781216,-2.329235796,0.840153524,-2.269865583,-2.489617936,-0.746727435,-2.490510876,-0.573653918,-0.054030762,-0.571415563,-0.732395219,1.037280646,-0.738413083,1.849393659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
